id,title,category,description,price,image_url,attributes
82,Black Tuxedo (polyester blend),Men's Suits,"A black tuxedo made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",42.54,https://images.pexels.com/photos/24033110/pexels-photo-24033110.jpeg,"{'color': 'black', 'material': 'polyester blend', 'occasion': 'casual'}"
83,Pink Tuxedo (suede),Men's Suits,"A pink tuxedo made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",142.91,https://images.pexels.com/photos/8485482/pexels-photo-8485482.jpeg,"{'color': 'pink', 'material': 'suede', 'occasion': 'casual'}"
84,Pink Two-Piece Suit (suede),Men's Suits,"A pink two-piece suit made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",80.61,https://images.pexels.com/photos/13588714/pexels-photo-13588714.jpeg,"{'color': 'pink', 'material': 'suede', 'occasion': 'semi-formal'}"
85,Black Blazer (wool),Men's Suits,"A black blazer made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",130.8,https://images.pexels.com/photos/14965555/pexels-photo-14965555.jpeg,"{'color': 'black', 'material': 'wool', 'occasion': 'casual'}"
86,Navy Morning Coat (suede),Men's Suits,"A navy morning coat made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",288.13,https://images.pexels.com/photos/8276591/pexels-photo-8276591.jpeg,"{'color': 'navy', 'material': 'suede', 'occasion': 'casual'}"
87,Blush Tuxedo (polyester blend),Men's Suits,"A blush tuxedo made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",348.32,https://images.pexels.com/photos/8915641/pexels-photo-8915641.jpeg,"{'color': 'blush', 'material': 'polyester blend', 'occasion': 'casual'}"
88,Emerald Morning Coat (polyester blend),Men's Suits,"A emerald morning coat made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",144.02,https://images.pexels.com/photos/33502687/pexels-photo-33502687.jpeg,"{'color': 'emerald', 'material': 'polyester blend', 'occasion': 'casual'}"
89,Tan Tuxedo (leather),Men's Suits,"A tan tuxedo made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",479.95,https://images.pexels.com/photos/8915641/pexels-photo-8915641.jpeg,"{'color': 'tan', 'material': 'leather', 'occasion': 'casual'}"
90,Tan Blazer (leather),Men's Suits,"A tan blazer made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",329.38,https://images.pexels.com/photos/7203892/pexels-photo-7203892.jpeg,"{'color': 'tan', 'material': 'leather', 'occasion': 'casual'}"
91,Ivory Two-Piece Suit (leather),Men's Suits,"A ivory two-piece suit made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",195.62,https://images.pexels.com/photos/7841505/pexels-photo-7841505.jpeg,"{'color': 'ivory', 'material': 'leather', 'occasion': 'semi-formal'}"
92,Black Two-Piece Suit (polyester blend),Men's Suits,"A black two-piece suit made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",367.96,https://images.pexels.com/photos/6285100/pexels-photo-6285100.jpeg,"{'color': 'black', 'material': 'polyester blend', 'occasion': 'semi-formal'}"
93,Black Blazer (linen),Men's Suits,"A black blazer made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",400.07,https://images.pexels.com/photos/10679176/pexels-photo-10679176.jpeg,"{'color': 'black', 'material': 'linen', 'occasion': 'casual'}"
94,Black Blazer (silk),Men's Suits,"A black blazer made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",122.91,https://images.pexels.com/photos/14965555/pexels-photo-14965555.jpeg,"{'color': 'black', 'material': 'silk', 'occasion': 'casual'}"
95,Ivory Two-Piece Suit (suede),Men's Suits,"A ivory two-piece suit made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",191.17,https://images.pexels.com/photos/34769615/pexels-photo-34769615.jpeg,"{'color': 'ivory', 'material': 'suede', 'occasion': 'semi-formal'}"
96,Navy Blazer (suede),Men's Suits,"A navy blazer made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",166.83,https://images.pexels.com/photos/7203892/pexels-photo-7203892.jpeg,"{'color': 'navy', 'material': 'suede', 'occasion': 'casual'}"
97,Ivory Blazer (leather),Men's Suits,"A ivory blazer made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",389.91,https://images.pexels.com/photos/10679176/pexels-photo-10679176.jpeg,"{'color': 'ivory', 'material': 'leather', 'occasion': 'casual'}"
98,Ivory Two-Piece Suit (silk),Men's Suits,"A ivory two-piece suit made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",366.9,https://images.pexels.com/photos/7841854/pexels-photo-7841854.jpeg,"{'color': 'ivory', 'material': 'silk', 'occasion': 'semi-formal'}"
99,Blush Tuxedo (silk),Men's Suits,"A blush tuxedo made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",188.22,https://images.pexels.com/photos/8915641/pexels-photo-8915641.jpeg,"{'color': 'blush', 'material': 'silk', 'occasion': 'casual'}"
100,Black Morning Coat (polyester blend),Men's Suits,"A black morning coat made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",441.53,https://images.pexels.com/photos/22481683/pexels-photo-22481683.jpeg,"{'color': 'black', 'material': 'polyester blend', 'occasion': 'casual'}"
101,Charcoal Puffer Jacket (polyester blend),Outerwear,"A charcoal puffer jacket made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",141.8,https://images.pexels.com/photos/7147437/pexels-photo-7147437.jpeg,"{'color': 'charcoal', 'material': 'polyester blend', 'occasion': 'casual'}"
102,Tan Wool Coat (linen),Outerwear,"A tan wool coat made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",256.11,https://images.pexels.com/photos/8113002/pexels-photo-8113002.jpeg,"{'color': 'tan', 'material': 'linen', 'occasion': 'casual'}"
103,Charcoal Puffer Jacket (cotton),Outerwear,"A charcoal puffer jacket made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",154.87,https://images.pexels.com/photos/26936522/pexels-photo-26936522.jpeg,"{'color': 'charcoal', 'material': 'cotton', 'occasion': 'casual'}"
104,Black Trench Coat (suede),Outerwear,"A black trench coat made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",293.16,https://images.pexels.com/photos/9565917/pexels-photo-9565917.jpeg,"{'color': 'black', 'material': 'suede', 'occasion': 'casual'}"
105,Emerald Trench Coat (polyester blend),Outerwear,"A emerald trench coat made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",343.89,https://images.pexels.com/photos/33647385/pexels-photo-33647385.jpeg,"{'color': 'emerald', 'material': 'polyester blend', 'occasion': 'casual'}"
106,Pink Puffer Jacket (polyester blend),Outerwear,"A pink puffer jacket made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",345.7,https://images.pexels.com/photos/15490489/pexels-photo-15490489.jpeg,"{'color': 'pink', 'material': 'polyester blend', 'occasion': 'casual'}"
107,Charcoal Puffer Jacket (silk),Outerwear,"A charcoal puffer jacket made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",475.63,https://images.pexels.com/photos/7026778/pexels-photo-7026778.jpeg,"{'color': 'charcoal', 'material': 'silk', 'occasion': 'casual'}"
108,Ivory Trench Coat (polyester blend),Outerwear,"A ivory trench coat made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",368.25,https://images.pexels.com/photos/33647385/pexels-photo-33647385.jpeg,"{'color': 'ivory', 'material': 'polyester blend', 'occasion': 'casual'}"
109,Emerald Puffer Jacket (silk),Outerwear,"A emerald puffer jacket made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",331.96,https://images.pexels.com/photos/7147437/pexels-photo-7147437.jpeg,"{'color': 'emerald', 'material': 'silk', 'occasion': 'casual'}"
110,Charcoal Puffer Jacket (silk),Outerwear,"A charcoal puffer jacket made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",474.75,https://images.pexels.com/photos/7026778/pexels-photo-7026778.jpeg,"{'color': 'charcoal', 'material': 'silk', 'occasion': 'casual'}"
111,Pink Pea Coat (leather),Outerwear,"A pink pea coat made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",330.63,https://images.pexels.com/photos/6567438/pexels-photo-6567438.jpeg,"{'color': 'pink', 'material': 'leather', 'occasion': 'casual'}"
112,Pink Pea Coat (linen),Outerwear,"A pink pea coat made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",67.29,https://images.pexels.com/photos/6567509/pexels-photo-6567509.jpeg,"{'color': 'pink', 'material': 'linen', 'occasion': 'casual'}"
113,Black Puffer Jacket (linen),Outerwear,"A black puffer jacket made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",44.46,https://images.pexels.com/photos/15536344/pexels-photo-15536344.jpeg,"{'color': 'black', 'material': 'linen', 'occasion': 'casual'}"
114,Pink Trench Coat (leather),Outerwear,"A pink trench coat made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",59.02,https://images.pexels.com/photos/6533836/pexels-photo-6533836.jpeg,"{'color': 'pink', 'material': 'leather', 'occasion': 'casual'}"
115,Emerald Pea Coat (polyester blend),Outerwear,"A emerald pea coat made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",248.51,https://images.pexels.com/photos/35144015/pexels-photo-35144015.jpeg,"{'color': 'emerald', 'material': 'polyester blend', 'occasion': 'casual'}"
116,Black Puffer Jacket (silk),Outerwear,"A black puffer jacket made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",452.73,https://images.pexels.com/photos/6084441/pexels-photo-6084441.jpeg,"{'color': 'black', 'material': 'silk', 'occasion': 'casual'}"
117,Navy Wool Coat (polyester blend),Outerwear,"A navy wool coat made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",396.79,https://images.pexels.com/photos/8113002/pexels-photo-8113002.jpeg,"{'color': 'navy', 'material': 'polyester blend', 'occasion': 'casual'}"
118,Navy Puffer Jacket (polyester blend),Outerwear,"A navy puffer jacket made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",424.82,https://images.pexels.com/photos/7026778/pexels-photo-7026778.jpeg,"{'color': 'navy', 'material': 'polyester blend', 'occasion': 'casual'}"
119,Ivory Trench Coat (wool),Outerwear,"A ivory trench coat made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",234.4,https://images.pexels.com/photos/1643025/pexels-photo-1643025.jpeg,"{'color': 'ivory', 'material': 'wool', 'occasion': 'casual'}"
120,Black Puffer Jacket (wool),Outerwear,"A black puffer jacket made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",250.36,https://images.pexels.com/photos/6084441/pexels-photo-6084441.jpeg,"{'color': 'black', 'material': 'wool', 'occasion': 'casual'}"
121,Charcoal Wool Coat (leather),Outerwear,"A charcoal wool coat made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",373.53,https://images.pexels.com/photos/7496335/pexels-photo-7496335.jpeg,"{'color': 'charcoal', 'material': 'leather', 'occasion': 'casual'}"
122,Burgundy Pea Coat (wool),Outerwear,"A burgundy pea coat made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",87.35,https://images.pexels.com/photos/29336366/pexels-photo-29336366.jpeg,"{'color': 'burgundy', 'material': 'wool', 'occasion': 'casual'}"
123,Black Trench Coat (linen),Outerwear,"A black trench coat made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",230.12,https://images.pexels.com/photos/19198647/pexels-photo-19198647.jpeg,"{'color': 'black', 'material': 'linen', 'occasion': 'casual'}"
124,Ivory Wool Coat (leather),Outerwear,"A ivory wool coat made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",43.74,https://images.pexels.com/photos/8113002/pexels-photo-8113002.jpeg,"{'color': 'ivory', 'material': 'leather', 'occasion': 'casual'}"
125,Ivory Pea Coat (silk),Outerwear,"A ivory pea coat made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",267.37,https://images.pexels.com/photos/35144011/pexels-photo-35144011.jpeg,"{'color': 'ivory', 'material': 'silk', 'occasion': 'casual'}"
126,Black Trench Coat (wool),Outerwear,"A black trench coat made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",176.41,https://images.pexels.com/photos/19198647/pexels-photo-19198647.jpeg,"{'color': 'black', 'material': 'wool', 'occasion': 'casual'}"
127,Ivory Wool Coat (leather),Outerwear,"A ivory wool coat made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",403.12,https://images.pexels.com/photos/8963513/pexels-photo-8963513.jpeg,"{'color': 'ivory', 'material': 'leather', 'occasion': 'casual'}"
128,Ivory Puffer Jacket (wool),Outerwear,"A ivory puffer jacket made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",242.02,https://images.pexels.com/photos/7026778/pexels-photo-7026778.jpeg,"{'color': 'ivory', 'material': 'wool', 'occasion': 'casual'}"
129,Tan Wool Coat (wool),Outerwear,"A tan wool coat made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",248.98,https://images.pexels.com/photos/8113002/pexels-photo-8113002.jpeg,"{'color': 'tan', 'material': 'wool', 'occasion': 'casual'}"
130,Charcoal Trench Coat (cotton),Outerwear,"A charcoal trench coat made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",164.29,https://images.pexels.com/photos/6533836/pexels-photo-6533836.jpeg,"{'color': 'charcoal', 'material': 'cotton', 'occasion': 'casual'}"
131,Blush Pea Coat (cotton),Outerwear,"A blush pea coat made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",152.66,https://images.pexels.com/photos/35140333/pexels-photo-35140333.jpeg,"{'color': 'blush', 'material': 'cotton', 'occasion': 'casual'}"
132,Ivory Puffer Jacket (polyester blend),Outerwear,"A ivory puffer jacket made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",437.68,https://images.pexels.com/photos/7026778/pexels-photo-7026778.jpeg,"{'color': 'ivory', 'material': 'polyester blend', 'occasion': 'casual'}"
133,Tan Wool Coat (linen),Outerwear,"A tan wool coat made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",323.38,https://images.pexels.com/photos/7496335/pexels-photo-7496335.jpeg,"{'color': 'tan', 'material': 'linen', 'occasion': 'casual'}"
134,Blush Puffer Jacket (cotton),Outerwear,"A blush puffer jacket made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",487.05,https://images.pexels.com/photos/7147437/pexels-photo-7147437.jpeg,"{'color': 'blush', 'material': 'cotton', 'occasion': 'casual'}"
135,Pink Puffer Jacket (wool),Outerwear,"A pink puffer jacket made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",68.71,https://images.pexels.com/photos/15490489/pexels-photo-15490489.jpeg,"{'color': 'pink', 'material': 'wool', 'occasion': 'casual'}"
136,Tan Puffer Jacket (suede),Outerwear,"A tan puffer jacket made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",421.51,https://images.pexels.com/photos/7026778/pexels-photo-7026778.jpeg,"{'color': 'tan', 'material': 'suede', 'occasion': 'casual'}"
137,Navy Pea Coat (linen),Outerwear,"A navy pea coat made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",355.73,https://images.pexels.com/photos/17153115/pexels-photo-17153115.jpeg,"{'color': 'navy', 'material': 'linen', 'occasion': 'casual'}"
138,Black Wool Coat (wool),Outerwear,"A black wool coat made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",238.27,https://images.pexels.com/photos/11078299/pexels-photo-11078299.jpeg,"{'color': 'black', 'material': 'wool', 'occasion': 'casual'}"
139,Emerald Puffer Jacket (polyester blend),Outerwear,"A emerald puffer jacket made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",406.27,https://images.pexels.com/photos/26936522/pexels-photo-26936522.jpeg,"{'color': 'emerald', 'material': 'polyester blend', 'occasion': 'casual'}"
140,Black Pea Coat (cotton),Outerwear,"A black pea coat made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",322.7,https://images.pexels.com/photos/7585607/pexels-photo-7585607.jpeg,"{'color': 'black', 'material': 'cotton', 'occasion': 'casual'}"
141,Tan Puffer Jacket (leather),Outerwear,"A tan puffer jacket made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",132.12,https://images.pexels.com/photos/7026778/pexels-photo-7026778.jpeg,"{'color': 'tan', 'material': 'leather', 'occasion': 'casual'}"
142,Blush Pea Coat (polyester blend),Outerwear,"A blush pea coat made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",188.95,https://images.pexels.com/photos/35140333/pexels-photo-35140333.jpeg,"{'color': 'blush', 'material': 'polyester blend', 'occasion': 'casual'}"
143,Pink Puffer Jacket (cotton),Outerwear,"A pink puffer jacket made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",344.6,https://images.pexels.com/photos/15490489/pexels-photo-15490489.jpeg,"{'color': 'pink', 'material': 'cotton', 'occasion': 'casual'}"
144,Black Pea Coat (leather),Outerwear,"A black pea coat made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",424.77,https://images.pexels.com/photos/7585607/pexels-photo-7585607.jpeg,"{'color': 'black', 'material': 'leather', 'occasion': 'casual'}"
145,Pink Trench Coat (linen),Outerwear,"A pink trench coat made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",235.13,https://images.pexels.com/photos/32119916/pexels-photo-32119916.jpeg,"{'color': 'pink', 'material': 'linen', 'occasion': 'casual'}"
146,Tan Wool Coat (cotton),Outerwear,"A tan wool coat made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",369.35,https://images.pexels.com/photos/18926411/pexels-photo-18926411.jpeg,"{'color': 'tan', 'material': 'cotton', 'occasion': 'casual'}"
147,Ivory Pea Coat (silk),Outerwear,"A ivory pea coat made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",65.74,https://images.pexels.com/photos/35140333/pexels-photo-35140333.jpeg,"{'color': 'ivory', 'material': 'silk', 'occasion': 'casual'}"
148,Black Trench Coat (wool),Outerwear,"A black trench coat made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",58.19,https://images.pexels.com/photos/9565917/pexels-photo-9565917.jpeg,"{'color': 'black', 'material': 'wool', 'occasion': 'casual'}"
149,Emerald Wool Coat (silk),Outerwear,"A emerald wool coat made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",444.89,https://images.pexels.com/photos/8963513/pexels-photo-8963513.jpeg,"{'color': 'emerald', 'material': 'silk', 'occasion': 'casual'}"
150,Burgundy Trench Coat (cotton),Outerwear,"A burgundy trench coat made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",162.01,https://images.pexels.com/photos/6533836/pexels-photo-6533836.jpeg,"{'color': 'burgundy', 'material': 'cotton', 'occasion': 'casual'}"
151,Charcoal Clutch (suede),Accessories,"A charcoal clutch made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",338.87,https://images.pexels.com/photos/34326848/pexels-photo-34326848.jpeg,"{'color': 'charcoal', 'material': 'suede', 'occasion': 'casual'}"
152,Blush Silk Scarf (cotton),Accessories,"A blush silk scarf made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",477.09,https://images.pexels.com/photos/33041188/pexels-photo-33041188.jpeg,"{'color': 'blush', 'material': 'cotton', 'occasion': 'casual'}"
153,Ivory Statement Necklace (polyester blend),Accessories,"A ivory statement necklace made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",58.23,https://images.pexels.com/photos/28488551/pexels-photo-28488551.jpeg,"{'color': 'ivory', 'material': 'polyester blend', 'occasion': 'casual'}"
154,Navy Leather Belt (polyester blend),Accessories,"A navy leather belt made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",380.89,https://images.pexels.com/photos/8396306/pexels-photo-8396306.jpeg,"{'color': 'navy', 'material': 'polyester blend', 'occasion': 'casual'}"
155,Blush Leather Belt (polyester blend),Accessories,"A blush leather belt made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",337.34,https://images.pexels.com/photos/322207/pexels-photo-322207.jpeg,"{'color': 'blush', 'material': 'polyester blend', 'occasion': 'casual'}"
156,Burgundy Clutch (leather),Accessories,"A burgundy clutch made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",456.39,https://images.pexels.com/photos/34326848/pexels-photo-34326848.jpeg,"{'color': 'burgundy', 'material': 'leather', 'occasion': 'casual'}"
157,Pink Clutch (wool),Accessories,"A pink clutch made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",233.04,https://images.pexels.com/photos/34076070/pexels-photo-34076070.jpeg,"{'color': 'pink', 'material': 'wool', 'occasion': 'casual'}"
158,Tan Leather Belt (wool),Accessories,"A tan leather belt made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",112.23,https://images.pexels.com/photos/32734329/pexels-photo-32734329.jpeg,"{'color': 'tan', 'material': 'wool', 'occasion': 'casual'}"
159,Pink Leather Belt (suede),Accessories,"A pink leather belt made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",127.28,https://images.pexels.com/photos/65280/belts-belt-skin-colors-65280.jpeg,"{'color': 'pink', 'material': 'suede', 'occasion': 'casual'}"
160,Blush Silk Scarf (cotton),Accessories,"A blush silk scarf made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",103.41,https://images.pexels.com/photos/19776870/pexels-photo-19776870.jpeg,"{'color': 'blush', 'material': 'cotton', 'occasion': 'casual'}"
161,Black Silk Scarf (silk),Accessories,"A black silk scarf made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",290.57,https://images.pexels.com/photos/11763234/pexels-photo-11763234.jpeg,"{'color': 'black', 'material': 'silk', 'occasion': 'casual'}"
162,Charcoal Clutch (polyester blend),Accessories,"A charcoal clutch made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",426.27,https://images.pexels.com/photos/34326848/pexels-photo-34326848.jpeg,"{'color': 'charcoal', 'material': 'polyester blend', 'occasion': 'casual'}"
163,Ivory Clutch (leather),Accessories,"A ivory clutch made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",148.88,https://images.pexels.com/photos/34326848/pexels-photo-34326848.jpeg,"{'color': 'ivory', 'material': 'leather', 'occasion': 'casual'}"
164,Ivory Silk Scarf (silk),Accessories,"A ivory silk scarf made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",368.88,https://images.pexels.com/photos/19776870/pexels-photo-19776870.jpeg,"{'color': 'ivory', 'material': 'silk', 'occasion': 'casual'}"
